sentence,intensity_level,intensity_level_normalized,intensity_category,clean_sentence
সালার লজ্যা নাই সালা আবার কথা বলে,3,2,Negative Character,সালার লজ্যা নাই সালা আবার কথা বলে
পূজার ধর্ষকের ফাসি চাই সকল নারী নির্যাতনের বিচার চাই সংখ্যালঘুদের উপর ধর্ম অবমাননার মিথ্যা গুজব রটিয়ে নির্যাতনের সঠিক বিচার চাই। হিন্দুদের নিরাপত্তা চাই। উগ্র মৌলবাদ বন্ধের দাবি জানাই যারা বাংলাদেশের সাম্প্রদায়িক দাঙ্গা লাগিয়েছে সেই সকল মুসলমানদের বিচার ও ফাসি চাই।,6,5,Death,পূজার ধর্ষকের ফাসি চাই সকল নারী নির্যাতনের বিচার চাই সংখ্যালঘুদের উপর ধর্ম অবমাননার মিথ্যা গুজব রটিয়ে নির্যাতনের সঠিক বিচার চাই। হিন্দুদের নিরাপত্তা চাই। উগ্র মৌলবাদ বন্ধের দাবি জানাই যারা বাংলাদেশের সাম্প্রদায়িক দাঙ্গা লাগিয়েছে সেই সকল মুসলমানদের বিচার ও ফাসি চাই।
শুধু সুলতান সোলায়মান কেন এবার থেকে ইউসুফ জুলেখাও দেখা শুরু হবে এসএ চ্যানেলে মান সম্মত কোন কাহিনী রচনা না করতে পারলে দর্শক এমনিতেই সেটা দেখবে না আর এ নিয়ে সমাবেশ মানে নিজেদের ব্যর্থতাকে প্রকাশ করা বন্ধ করতে হলে আগে ভারতীয় চ্যানেল বন্ধ করুন,1,0,Disagreement,শুধু সুলতান সোলায়মান কেন এবার থেকে ইউসুফ জুলেখাও দেখা শুরু হবে এসএ চ্যানেলে মান সম্মত কোন কাহিনী রচনা না করতে পারলে দর্শক এমনিতেই সেটা দেখবে না আর এ নিয়ে সমাবেশ মানে নিজেদের ব্যর্থতাকে প্রকাশ করা বন্ধ করতে হলে আগে ভারতীয় চ্যানেল বন্ধ করুন
সকল আবালের সেরা আবাল আমার দেশের নাম,3,2,Negative Character,সকল আবালের সেরা আবাল আমার দেশের নাম
কুওার বাচ্চা মাছ দিয়ে শাক ঢাকার চেষ্টা করিস তুই জনগণকে বোকা মনে করিস জনগণ বোকা না তুই পাপন বছর বিসিবির প্রধান থাকবি এমন দিন আসবে সেই দিন তোকে জুতার মালা পরিয়ে রাস্তায় নামিয়ে গুরাবে,5,4,Violence,কুওার বাচ্চা মাছ দিয়ে শাক ঢাকার চেষ্টা করিস তুই জনগণকে বোকা মনে করিস জনগণ বোকা না তুই পাপন বছর বিসিবির প্রধান থাকবি এমন দিন আসবে সেই দিন তোকে জুতার মালা পরিয়ে রাস্তায় নামিয়ে গুরাবে
সেখ মুজিব একটা গ্রেট মাদারচোদ  সেখ হাসিনা একটা কুততার বাচচা  আর জয় ও পুতুল হল কুততার নাতি   	Political,4,3,Dehumanizing,সেখ মুজিব একটা গ্রেট মাদারচোদ সেখ হাসিনা একটা কুততার বাচচা আর জয় ও পুতুল হল কুততার নাতি Political
হিন্দুর বাচ্চারে জুতা মারা হক,5,4,Violence,হিন্দুর বাচ্চারে জুতা মারা হক
এই মোল্লা বোকাচোদা গুলো একটু বেশি লাফাচ্ছে এই বোকাচোদা মোল্লা তোরা বেশী লাফালাফি করিস না তা হলে তাদের জলে চুবিয়ে মারবো,6,5,Death,এই মোল্লা বোকাচোদা গুলো একটু বেশি লাফাচ্ছে এই বোকাচোদা মোল্লা তোরা বেশী লাফালাফি করিস না তা হলে তাদের জলে চুবিয়ে মারবো
মায়ানমারে মুসলিম হত্যার প্রতিবাদে ইসলামী ছাত্রশিবিরের প্রতিবাদ মিছিলে পুলিশের হামলা আর গ্রেপ্তার কিসের ঈঙ্গিত বহন করে    	Political,2,1,Negative Action,মায়ানমারে মুসলিম হত্যার প্রতিবাদে ইসলামী ছাত্রশিবিরের প্রতিবাদ মিছিলে পুলিশের হামলা আর গ্রেপ্তার কিসের ঈঙ্গিত বহন করে Political
পাপন খানকির পোলা তোর পদত্যাগ চাই,3,2,Negative Character,পাপন খানকির পোলা তোর পদত্যাগ চাই
"মিথ্যা বুলি যদি কেউ আমার কথার উত্তর দিতে আসেন তাহলে বলবো আসুন আমার এলাকায় দেখান তাদের, দেখাতে না পারলে কিন্তু গোয়ায় লম্বা বাশ ঢুকিয়ে দিমু কইলাম",5,4,Violence,"মিথ্যা বুলি যদি কেউ আমার কথার উত্তর দিতে আসেন তাহলে বলবো আসুন আমার এলাকায় দেখান তাদের, দেখাতে না পারলে কিন্তু গোয়ায় লম্বা বাশ ঢুকিয়ে দিমু কইলাম"
তুই কিসের বাচ্চা রাম চাগলের নি,4,3,Dehumanizing,তুই কিসের বাচ্চা রাম চাগলের নি
হুজুরের বন্ড মনগড়া কথা বলে মানুষকে গোমরা করতেছেন মিথ্যা কাজাব ।মাজারে নামেই ওল্ড ফুলডা বলিবেন না। জারা গনজা খাইতেছেন তারা জাহান্নামের দল,2,1,Negative Action,হুজুরের বন্ড মনগড়া কথা বলে মানুষকে গোমরা করতেছেন মিথ্যা কাজাব ।মাজারে নামেই ওল্ড ফুলডা বলিবেন না। জারা গনজা খাইতেছেন তারা জাহান্নামের দল
উইশ ৫নাম্ব টা যেনো তুই মরস শাউয় পোলা,6,5,Death,উইশ ৫নাম্ব টা যেনো তুই মরস শাউয় পোলা
যত দোষ নন্দ ঘোষ।দেশে দিনে যতটা শিশু জন্ম নে তাদের মাঝে যেগুলো ভবিষ্যত বাম রাম জারজরীগ হবে তাদের সবার জন্মের পিছনেও শিবির দায়ী।,3,2,Negative Character,যত দোষ নন্দ ঘোষ।দেশে দিনে যতটা শিশু জন্ম নে তাদের মাঝে যেগুলো ভবিষ্যত বাম রাম জারজরীগ হবে তাদের সবার জন্মের পিছনেও শিবির দায়ী।
আচ্ছা বুঝলাম তোর সৃস্টিকর্তা কে  তুই আর কি করবি তুই মুফার সাথে চু চু কর মুফা বান্দরের জন্মদিনে গান শুনা 	Religious,4,3,Dehumanizing,আচ্ছা বুঝলাম তোর সৃস্টিকর্তা কে তুই আর কি করবি তুই মুফার সাথে চু চু কর মুফা বান্দরের জন্মদিনে গান শুনা Religious
ওকে আইনের আওতায় এনে সর্বচ্চ শাস্তি নিশ্চিত করা হোক,2,1,Negative Action,ওকে আইনের আওতায় এনে সর্বচ্চ শাস্তি নিশ্চিত করা হোক
তরা আওয়ামীলিগে ছোট ছোট ভাইরাস ইনুর কথার মধ্যে জংগী হাসিনা ইদুরের সভাব পাওয়া গেছে,4,3,Dehumanizing,তরা আওয়ামীলিগে ছোট ছোট ভাইরাস ইনুর কথার মধ্যে জংগী হাসিনা ইদুরের সভাব পাওয়া গেছে
খানকির পুত তোগ রেন্ডিয়ারে এইদেশ ভিক্ষা না দিলে না খেয়ে মরবি  ভিখারির দল  	Gender abusive,6,5,Death,খানকির পুত তোগ রেন্ডিয়ারে এইদেশ ভিক্ষা না দিলে না খেয়ে মরবি ভিখারির দল Gender abusive
তোর মারে ছুদি,3,2,Negative Character,তোর মারে ছুদি
যুবলীগ আজ ক্যাসিনো লীগে পরিনত হয়েছে,2,1,Negative Action,যুবলীগ আজ ক্যাসিনো লীগে পরিনত হয়েছে
বেয়াদবের বাচ্চাকে দেশ থেকে বের করা হোক মাদারচোদকে,3,2,Negative Character,বেয়াদবের বাচ্চাকে দেশ থেকে বের করা হোক মাদারচোদকে
আল জাজিরা টাকা খেয়ে মিথ্যা নিউজ করে  কিন্তু ৭১ টিভি আর বাতাবী লেবুর চাষ করা বাংলাদেশী মিডিয়া সত্য নিউজ করে হাইস্যকর ব্রো,2,1,Negative Action,আল জাজিরা টাকা খেয়ে মিথ্যা নিউজ করে কিন্তু ৭১ টিভি আর বাতাবী লেবুর চাষ করা বাংলাদেশী মিডিয়া সত্য নিউজ করে হাইস্যকর ব্রো
অা লীগের মাগি তোরে জুতাপেটা করবো,5,4,Violence,অা লীগের মাগি তোরে জুতাপেটা করবো
স্বাধীনতার পর ভারত যখন সিলেট বিভাগ তাদের দাবি করে তখন দেশপ্রেমিক দের গা জলে না।,1,0,Disagreement,স্বাধীনতার পর ভারত যখন সিলেট বিভাগ তাদের দাবি করে তখন দেশপ্রেমিক দের গা জলে না।
আমার মনে হয় রুবেলের রক্ত ও মশার মাসি খাবে না যে খালো চুদলেও চোদা যাবে না দেখতে কুত্তার মত লাগে কালো কুকুর,4,3,Dehumanizing,আমার মনে হয় রুবেলের রক্ত ও মশার মাসি খাবে না যে খালো চুদলেও চোদা যাবে না দেখতে কুত্তার মত লাগে কালো কুকুর
কুমিল্লার ঘটনার পেছনে নিশ্চয় বিএনপির হাত আছে,1,0,Disagreement,কুমিল্লার ঘটনার পেছনে নিশ্চয় বিএনপির হাত আছে
ফালতু সেলেব্রিটি,1,0,Disagreement,ফালতু সেলেব্রিটি
ওই বাইনচুদ বাবাকে,3,2,Negative Character,ওই বাইনচুদ বাবাকে
হারামজাদা ‌তোর ফাস‌ি হওয়া উচিত,6,5,Death,হারামজাদা ‌তোর ফাস‌ি হওয়া উচিত
মালাউন কা বাচ্চা কোয়ি নেহী আচ্চা।যো ভী আচ্চা ও ভী শুয়ারের বাচ্চা,4,3,Dehumanizing,মালাউন কা বাচ্চা কোয়ি নেহী আচ্চা।যো ভী আচ্চা ও ভী শুয়ারের বাচ্চা
মাওলানা নিজামীল রিভিউ খরিজের আগে ভারতীয় হাইকমিশনারের বৈঠক প্রধান বিচারপতির সাথে ফাঁসির পর হাসিনাকে আমন্ত্রণ,1,0,Disagreement,মাওলানা নিজামীল রিভিউ খরিজের আগে ভারতীয় হাইকমিশনারের বৈঠক প্রধান বিচারপতির সাথে ফাঁসির পর হাসিনাকে আমন্ত্রণ
৭১টিভিকে গণমাধ্যম না বলে ইসলামের বিরুদ্ধে ঘৃণা বিদ্বেষ ছড়ানোর মাধ্যম বললেই যথার্থ হবে (পারফেক্ট বিশ্লেষণ মুহতারম)  তাদের বক্তব্য শুনে মনে হচ্ছে  দেলোয়ার বাহিনী গত কয়েক বছর ওয়াজ শুনে যা শিখেছে সেটাই এ বছর আমল করেছে  هداهم الله جميعاً إلى الهدى,2,1,Negative Action,৭১টিভিকে গণমাধ্যম না বলে ইসলামের বিরুদ্ধে ঘৃণা বিদ্বেষ ছড়ানোর মাধ্যম বললেই যথার্থ হবে (পারফেক্ট বিশ্লেষণ মুহতারম) তাদের বক্তব্য শুনে মনে হচ্ছে দেলোয়ার বাহিনী গত কয়েক বছর ওয়াজ শুনে যা শিখেছে সেটাই এ বছর আমল করেছে هداهم الله جميعاً إلى الهدى
তোরা তো মানুষের কাতারেই পড়স না শালা আওয়ামীলিগ,4,3,Dehumanizing,তোরা তো মানুষের কাতারেই পড়স না শালা আওয়ামীলিগ
আকাশ থেকে লাফ দিয়া মইরা জা,6,5,Death,আকাশ থেকে লাফ দিয়া মইরা জা
এই কুকুরের বাচ্চার বিরুদ্ধে আইনি ব্যবস্থা নেয়া হোক,4,3,Dehumanizing,এই কুকুরের বাচ্চার বিরুদ্ধে আইনি ব্যবস্থা নেয়া হোক
নিজে কত বড় রকমের ছাগল ঐইটা আগে ভাবেন এইখানে কী আমি আপনাকে ম্যানশন করে কিছু বলছি ছেছরার মতন এসে যে অন্যের কমেন্ট এর রিপ্লাই করেন বিন্দুমাত্র লজ্জা লাগে না আপনাদের কী লজ্জা শরম কিছু নাই ছেছড়া জানি কোথাকার ছাগলের তিন নাম্বার বাচ্চা,4,3,Dehumanizing,নিজে কত বড় রকমের ছাগল ঐইটা আগে ভাবেন এইখানে কী আমি আপনাকে ম্যানশন করে কিছু বলছি ছেছরার মতন এসে যে অন্যের কমেন্ট এর রিপ্লাই করেন বিন্দুমাত্র লজ্জা লাগে না আপনাদের কী লজ্জা শরম কিছু নাই ছেছড়া জানি কোথাকার ছাগলের তিন নাম্বার বাচ্চা
খানকি তরে পাইলে চুদা কারে কয় বুজাইতাম। আমিও বলি স্যারের কোনো দোষ নাই সব দোষ তর। তদের মত এমন ব্যাসসার জন্য আজ বাংলার ঘরে ঘরে অশান্তি।,5,4,Violence,খানকি তরে পাইলে চুদা কারে কয় বুজাইতাম। আমিও বলি স্যারের কোনো দোষ নাই সব দোষ তর। তদের মত এমন ব্যাসসার জন্য আজ বাংলার ঘরে ঘরে অশান্তি।
এই মেয়েদের গুলো কি ফুটপাতে জন্ম,4,3,Dehumanizing,এই মেয়েদের গুলো কি ফুটপাতে জন্ম
আর কোন তালবাহানা ভালো লাগে না জানোয়ার গুলোর ফাঁসি চাই ফাঁসি,6,5,Death,আর কোন তালবাহানা ভালো লাগে না জানোয়ার গুলোর ফাঁসি চাই ফাঁসি
হ্লা তুই নাম হই এক ঘাট মাঝি,3,2,Negative Character,হ্লা তুই নাম হই এক ঘাট মাঝি
"যে সরকার ইতিমধ্যে সব প্রতিষ্ঠান দলীয়করণ করেছে, সেই সরকারের ব্যক্তিদের দিয়ে নির্বাচন পরিচালনা অসম্ভব ।",1,0,Disagreement,"যে সরকার ইতিমধ্যে সব প্রতিষ্ঠান দলীয়করণ করেছে, সেই সরকারের ব্যক্তিদের দিয়ে নির্বাচন পরিচালনা অসম্ভব ।"
খানকির ছেকে তোকে পেলে জে কি কোরবো,5,4,Violence,খানকির ছেকে তোকে পেলে জে কি কোরবো
এখানে ছাগুরা কি করে অধিকার  বন্ধ করে দেয়া দরকার,4,3,Dehumanizing,এখানে ছাগুরা কি করে অধিকার বন্ধ করে দেয়া দরকার
রাব্বানী সলারা নিমুকখারাম আগে আওয়ামী লীগের সবই জানত লাগত মজিবের ছেলে আর এখন পত যাওয়ার কারনে এখন তাদের বদনাম,2,1,Negative Action,রাব্বানী সলারা নিমুকখারাম আগে আওয়ামী লীগের সবই জানত লাগত মজিবের ছেলে আর এখন পত যাওয়ার কারনে এখন তাদের বদনাম
এটা লোকদেখানো প্ররোচনা রয়েল বেঙ্গল টাইগারের গর্জন না,1,0,Disagreement,এটা লোকদেখানো প্ররোচনা রয়েল বেঙ্গল টাইগারের গর্জন না
এমন দুঃখ প্রকাশ নিয়ে দুঃখ হয়। ভারতে যারা মারা যায় তারা মানুষ আর মিয়ানমারে যারা মারা যায় তারা শুধু মুসলমান,1,0,Disagreement,এমন দুঃখ প্রকাশ নিয়ে দুঃখ হয়। ভারতে যারা মারা যায় তারা মানুষ আর মিয়ানমারে যারা মারা যায় তারা শুধু মুসলমান
"তোর জীবনে আর  বিবাহ হবে না। তোর জীবনটা কাটিয়ে  দিছত  আগলা খাইয়া, আগলা  ভাবেই  তোর  জীবন  কাটবো। স্বামীর  সংসার  আর  তোর  কপালে  জুটতো  না।",2,1,Negative Action,"তোর জীবনে আর বিবাহ হবে না। তোর জীবনটা কাটিয়ে দিছত আগলা খাইয়া, আগলা ভাবেই তোর জীবন কাটবো। স্বামীর সংসার আর তোর কপালে জুটতো না।"
"আমারে বাদ দিয়া শাকিবের সাথে গেলা তাও সংসারটা টিকাতে পারলানা, কুত্তা ভাগ্য।",4,3,Dehumanizing,"আমারে বাদ দিয়া শাকিবের সাথে গেলা তাও সংসারটা টিকাতে পারলানা, কুত্তা ভাগ্য।"
সালা মালাউন শেষ করে ফেলুক কাশ্মীরে অনেক মুসলিমদের হত্যা করেছে পাকিস্তান জিন্দাবাদ	Religious,6,5,Death,সালা মালাউন শেষ করে ফেলুক কাশ্মীরে অনেক মুসলিমদের হত্যা করেছে পাকিস্তান জিন্দাবাদ Religious
বলদ পথাকার,4,3,Dehumanizing,বলদ পথাকার
ঐ ছেলেটির সাথে অবিচার করা হয়েছে ��ফালতু জাজ।���������� বেশির ভাগের অপমান করা হইসে। যত দেখি তত রাগ হয়। এজন্যই বাংলাদেশের কোনো রিয়ালিটি শো চলে না।,1,0,Disagreement,ঐ ছেলেটির সাথে অবিচার করা হয়েছে ��ফালতু জাজ।���������� বেশির ভাগের অপমান করা হইসে। যত দেখি তত রাগ হয়। এজন্যই বাংলাদেশের কোনো রিয়ালিটি শো চলে না।
অভিনন্দন আমেরিকার নতুন প্রেসিডেন্ট ডুনাল্ড ট্রাম্পকে । বিএনপি এবং সুদখোর ইউনুস হিলারির বয়ফ্রেন্ড অনেক প্রচার করলো হিলারির পক্ষে তাদের কি হবে ? বিদেশের দালাল সুদখোর ইউনুস গরিব মানুষের রক্ত চুষা কোটি কোটি টাকা খরচ করেছে হিলারির নির্বাচনী প্রচারে । বিএনপি হিলারির পক্ষে প্রচারে মনে হয়েছিল যে হিলারি নির্বাচিত হলে বিএনপিকে ক্ষমতায় বসিয়ে দেবে যেমন মনে হয়েছিল ভারতের নির্বাচনের সময় নরেন্দ্র মোদির পক্ষে প্রচারণায় ? আসল সত্য হলো বিএনপি যে জাহাজে উঠবে সেই জাহাজ ঢুব্বেই ? কারণ বিএনপির রাজনীতি হলো ভুল র,2,1,Negative Action,অভিনন্দন আমেরিকার নতুন প্রেসিডেন্ট ডুনাল্ড ট্রাম্পকে । বিএনপি এবং সুদখোর ইউনুস হিলারির বয়ফ্রেন্ড অনেক প্রচার করলো হিলারির পক্ষে তাদের কি হবে ? বিদেশের দালাল সুদখোর ইউনুস গরিব মানুষের রক্ত চুষা কোটি কোটি টাকা খরচ করেছে হিলারির নির্বাচনী প্রচারে । বিএনপি হিলারির পক্ষে প্রচারে মনে হয়েছিল যে হিলারি নির্বাচিত হলে বিএনপিকে ক্ষমতায় বসিয়ে দেবে যেমন মনে হয়েছিল ভারতের নির্বাচনের সময় নরেন্দ্র মোদির পক্ষে প্রচারণায় ? আসল সত্য হলো বিএনপি যে জাহাজে উঠবে সেই জাহাজ ঢুব্বেই ? কারণ বিএনপির রাজনীতি হলো ভুল র
আমাদের হাসিনা বুবুর ভারতীয় হিন্দুদের জন্য কি জালা ট্রেন দুঘটনায় মালাইয়ন মরছে কিনা তাড়া তাড়ি শোক প্রকাশ করেন আর মায়ার মারে হাজার হাজার মুসলিকে নিযাতন  করে মারতেছে তার জন্য বুবু একবার ও মুখ খোলেননি এই হলো বুবুর হিন্দু নীতি তাই বলি বুবুজান আপনি দিল্লির প্রডাকশান 	Geopolitical,2,1,Negative Action,আমাদের হাসিনা বুবুর ভারতীয় হিন্দুদের জন্য কি জালা ট্রেন দুঘটনায় মালাইয়ন মরছে কিনা তাড়া তাড়ি শোক প্রকাশ করেন আর মায়ার মারে হাজার হাজার মুসলিকে নিযাতন করে মারতেছে তার জন্য বুবু একবার ও মুখ খোলেননি এই হলো বুবুর হিন্দু নীতি তাই বলি বুবুজান আপনি দিল্লির প্রডাকশান Geopolitical
হে আল্লাহ আমি সইতে পারি না তুমি কেমনে সও জানুয়ার তুই এক দিন এর চেয়েও বেশি মার খাবি তোর ছেলে মেয়ের হাতে,5,4,Violence,হে আল্লাহ আমি সইতে পারি না তুমি কেমনে সও জানুয়ার তুই এক দিন এর চেয়েও বেশি মার খাবি তোর ছেলে মেয়ের হাতে
ভারতের খবর না লিখলে তোদের পেটের ভাত হজম হয় না  মালাউন    	Religious,4,3,Dehumanizing,ভারতের খবর না লিখলে তোদের পেটের ভাত হজম হয় না মালাউন Religious
ভাই আপনি কোন চালের ভাত খান রানু আফা আপনাকে খুজছে হারিকেন জ্বালিয়ে,1,0,Disagreement,ভাই আপনি কোন চালের ভাত খান রানু আফা আপনাকে খুজছে হারিকেন জ্বালিয়ে
অপপ্রচার হিন্দুরা আক্রমণকারি নয় হিন্দু শয়তানের বানানো ধর্ম নয় খাদিজা দেবীর মৃত্যুর পর গরীর ঘরজামাই মুহাম্মদ অগাধ সম্পত্তির মালিক হইয়া বার বছরে বারটি বিয়া চারটি স্থায়ী যৌনদাসী আর গনিমতে প্রাপ্ত মহিলাদের ভোগ করতো খাদিজা দেবী জীবিত থাকতে চব্বিশ বছর সে টাইট ছিলো নট নড়ন চড়ন সেই চব্বিশ বছর অন্য নারীর দিকে তাকাবার সাহস পাইতো না কারন বাস্তবে খাদিজা ছিলেন মুহাম্মদের মালকিন খাদিজা দেবী আরো বার বছর জীবিত থাকলে মুহাম্মদের পাখা গজাইতো না আর কোরআনের শয়তানি আয়াতগুলো মুহাম্মদ ডাউনলোড করতে পারতো না ইসলামও থাকতো না বাবরি মসজিদও হইতো না পৃথিবীতে মানুষ সুখ শান্তিতে বসবাস করতে পারতো,4,3,Dehumanizing,অপপ্রচার হিন্দুরা আক্রমণকারি নয় হিন্দু শয়তানের বানানো ধর্ম নয় খাদিজা দেবীর মৃত্যুর পর গরীর ঘরজামাই মুহাম্মদ অগাধ সম্পত্তির মালিক হইয়া বার বছরে বারটি বিয়া চারটি স্থায়ী যৌনদাসী আর গনিমতে প্রাপ্ত মহিলাদের ভোগ করতো খাদিজা দেবী জীবিত থাকতে চব্বিশ বছর সে টাইট ছিলো নট নড়ন চড়ন সেই চব্বিশ বছর অন্য নারীর দিকে তাকাবার সাহস পাইতো না কারন বাস্তবে খাদিজা ছিলেন মুহাম্মদের মালকিন খাদিজা দেবী আরো বার বছর জীবিত থাকলে মুহাম্মদের পাখা গজাইতো না আর কোরআনের শয়তানি আয়াতগুলো মুহাম্মদ ডাউনলোড করতে পারতো না ইসলামও থাকতো না বাবরি মসজিদও হইতো না পৃথিবীতে মানুষ সুখ শান্তিতে বসবাস করতে পারতো
কুত্ত বাচ্চা তুই এক জারোজ,4,3,Dehumanizing,কুত্ত বাচ্চা তুই এক জারোজ
তর মারে চুদার কবর কও,3,2,Negative Character,তর মারে চুদার কবর কও
ডিসি সাহেব চোদান কে ৷ তারে বলতে হবে কুকুর,4,3,Dehumanizing,ডিসি সাহেব চোদান কে ৷ তারে বলতে হবে কুকুর
হুম ধরা খাইলে সব পেক হয়ে জায়।মাদার সোদকে। আর ঐমাগিকে জুতার মালা গলায় দিয়ে সারা বাংলা দেশ কে দেখানো হক,5,4,Violence,হুম ধরা খাইলে সব পেক হয়ে জায়।মাদার সোদকে। আর ঐমাগিকে জুতার মালা গলায় দিয়ে সারা বাংলা দেশ কে দেখানো হক
জারজ দল জামাত বিএনপির জারজের বাঁচারা সত্য সুন্দর সঠিক মন্তব্য কথা যারা তেল মারা বলে ইসলামের পরিভাষায় মানুষ নামের জানোয়ার থেকে নিকৃষ্ট জন্তু কোন দিন কোন যুগে কোন কালে ফেরাউন এজিদ মীরজাফর চরিত্রের মানুষের জানোয়ার ঠিকি নাই ধংশ হয়েছে হবেই ইনশাআল্লাহ জাজর দলের জারজরা সময় শেষ হয়েছে ধংশ অনিবার্য জয় বাংলা জয় বঙ্গবন্ধু আমিন,6,5,Death,জারজ দল জামাত বিএনপির জারজের বাঁচারা সত্য সুন্দর সঠিক মন্তব্য কথা যারা তেল মারা বলে ইসলামের পরিভাষায় মানুষ নামের জানোয়ার থেকে নিকৃষ্ট জন্তু কোন দিন কোন যুগে কোন কালে ফেরাউন এজিদ মীরজাফর চরিত্রের মানুষের জানোয়ার ঠিকি নাই ধংশ হয়েছে হবেই ইনশাআল্লাহ জাজর দলের জারজরা সময় শেষ হয়েছে ধংশ অনিবার্য জয় বাংলা জয় বঙ্গবন্ধু আমিন
"ছাগুরা এসে গেছে ম্যাঁ ম্যাঁ করতে। ছাগুর বাচ্চারা বাঁশেরকেল্লায় যা, এখানে কাঁঠালপাতা নাই। স্যার কোন বিষয়ে কথা বলবেন না বলবেন এটা তাঁর একান্ত ব্যক্তিগত বিষয়। তাছাড়া, উনি প্রতি দুই সপ্তাহে একটা কলাম লেখেন এবং তাঁর ছাত্ররা সেটা পোস্ট করেন বৃহস্পতিবার রাতে। সুতরাং, সঠিক সময়েই লেখা এসেছে। বাঁশেরকেল্লায় গিয়ে ম্যাঁ ম্যাঁ কর।",4,3,Dehumanizing,"ছাগুরা এসে গেছে ম্যাঁ ম্যাঁ করতে। ছাগুর বাচ্চারা বাঁশেরকেল্লায় যা, এখানে কাঁঠালপাতা নাই। স্যার কোন বিষয়ে কথা বলবেন না বলবেন এটা তাঁর একান্ত ব্যক্তিগত বিষয়। তাছাড়া, উনি প্রতি দুই সপ্তাহে একটা কলাম লেখেন এবং তাঁর ছাত্ররা সেটা পোস্ট করেন বৃহস্পতিবার রাতে। সুতরাং, সঠিক সময়েই লেখা এসেছে। বাঁশেরকেল্লায় গিয়ে ম্যাঁ ম্যাঁ কর।"
সালাকে ফাসি দেওয়া দরকার ডিসি চোদনা,6,5,Death,সালাকে ফাসি দেওয়া দরকার ডিসি চোদনা
আমাকে তো খুব ভালো লাগে কারণ বর্তমান মুসলিম সমাজ ধর্ম ছাড়া কিছু বোঝে না তাদের মাথায় ঘেলু বলতে কিছু নাই শুধু গোবর ভরা তাইতো তারই ধর্মের নাম করে আইএসআইএস জঙ্গি গোষ্ঠী তে নাম লিখিয়ে সাধারণ নিরীহ মানুষ মেরে ধর্ম চোদায় তোদের ধর্ম গুডে মেরে দিতে হয় সালা মুর্খ এর জাত তোরা ম্যাগী চুদ্ আর ধর্ম নিয়ে ব্যবসা কর তোদের বাংলাদেশ এরকমই মুর্খ থাকবে তোরা শুধু ধর্ম চোদা যে দেশে ডকটর রা বাংলা ভাষায় ডিগ্রি অর্জন করে সে দেশ যে কত বড় মুর্খ বলাই বাহুল্য,6,5,Death,আমাকে তো খুব ভালো লাগে কারণ বর্তমান মুসলিম সমাজ ধর্ম ছাড়া কিছু বোঝে না তাদের মাথায় ঘেলু বলতে কিছু নাই শুধু গোবর ভরা তাইতো তারই ধর্মের নাম করে আইএসআইএস জঙ্গি গোষ্ঠী তে নাম লিখিয়ে সাধারণ নিরীহ মানুষ মেরে ধর্ম চোদায় তোদের ধর্ম গুডে মেরে দিতে হয় সালা মুর্খ এর জাত তোরা ম্যাগী চুদ্ আর ধর্ম নিয়ে ব্যবসা কর তোদের বাংলাদেশ এরকমই মুর্খ থাকবে তোরা শুধু ধর্ম চোদা যে দেশে ডকটর রা বাংলা ভাষায় ডিগ্রি অর্জন করে সে দেশ যে কত বড় মুর্খ বলাই বাহুল্য
শালাকে বহিষ্কার করতে পারেনা সরকার,2,1,Negative Action,শালাকে বহিষ্কার করতে পারেনা সরকার
সকালে একটা বলেন  বিকেলে আরেকটা বলেন    	Political,2,1,Negative Action,সকালে একটা বলেন বিকেলে আরেকটা বলেন Political
সুচনার প্রথমেই সুচি কে ফাসিতে ঝুলানো হউক   	Personal,6,5,Death,সুচনার প্রথমেই সুচি কে ফাসিতে ঝুলানো হউক Personal
পুরা ফাত এক পোলা,3,2,Negative Character,পুরা ফাত এক পোলা
চোরের মায়ের বড় গলা যিনি নিজেই হাজারো খুনের দায়ে দেশের ও আন্তর্জাতিক আদালতের আসামী তিনি অন্যকে বলেন খুনি,2,1,Negative Action,চোরের মায়ের বড় গলা যিনি নিজেই হাজারো খুনের দায়ে দেশের ও আন্তর্জাতিক আদালতের আসামী তিনি অন্যকে বলেন খুনি
লুচ্চামি 😡,3,2,Negative Character,লুচ্চামি
বাল পাকনা নাম,3,2,Negative Character,বাল পাকনা নাম
ওই লোক লেখা পড়া জানে না ধর্মগ্রনত মানেনা ওর সাথে কিসের তর্ক,1,0,Disagreement,ওই লোক লেখা পড়া জানে না ধর্মগ্রনত মানেনা ওর সাথে কিসের তর্ক
"মামী দূর্গা যখন বলছে তখন আর কি আর করি, মামী র গুদের জ্বালা একটু মিটিয়ে দিয়ে যাই",5,4,Violence,"মামী দূর্গা যখন বলছে তখন আর কি আর করি, মামী র গুদের জ্বালা একটু মিটিয়ে দিয়ে যাই"
আরে এগুলো একটি মাগি হলএখানে ডুবাই তে এর চেয়েও সুন্দর মাগি টাকা দিয়ে পাওয়া যায়,4,3,Dehumanizing,আরে এগুলো একটি মাগি হলএখানে ডুবাই তে এর চেয়েও সুন্দর মাগি টাকা দিয়ে পাওয়া যায়
