sentence,intensity_level,intensity_level_normalized,intensity_category
আরে হিন্দু শালিকে ভারতে পাঠানো হোক মোদিরের কাছে।,3,2,Negative Character
বেটা বোকা চুদা,3,2,Negative Character
দিনদিন লেডি হয় যায় শুন কলিকাতা হারবালে লিঙ্গ পরিবর্তন যায়,3,2,Negative Character
শালারা গাজা মনে হয় একটু বেশি খাইছে আগে ভারতী অশ্লীল সিরিয়াল বন্ধ কর তারপর না হয় বিদেশি সুলতান সুলেমান	Geopolitical,3,2,Negative Character
পাক্কা বোকাচোদা,3,2,Negative Character
দেশের লোক তোমার মত বোকাচোদা না যা বলবা তাই বুঝবে। হ্যাকারা ভিডিও ফুটেজ বানায় না তারা হ্যাক করে গোপন তথ্য নিয়ে যায়।,3,2,Negative Character
বাংলা মাগির আসল রূপ দেখুন এখানে ফ্রিতে মাল পাওয়া যায় __,3,2,Negative Character
তুই বেটা সব নষ্টের কারিগর,3,2,Negative Character
ওরে খানকি,3,2,Negative Character
এই খবর ভারতীয়রাও জানে কিন্তু পাকি দালাল নয়া দিগন্ত জেনে গেছে ।তাই লুঙ্গি দিয়ে প্যারাসূট বানিয়ে হাওয়ায় উড়ছে,3,2,Negative Character
এই লোকটা পাগলএর ভাষা এতো জগন্য,3,2,Negative Character
পাছা দা দেখাইলে লাইক পাইতি,3,2,Negative Character
বোকাচোদা নাম সরব হয়েছে,3,2,Negative Character
বেইমান বেটি আবার ইংলিশ চোদায় মাগি,3,2,Negative Character
বাংলাদেশ পুরো ক্রিকেট টিম মাগীবাজ...,3,2,Negative Character
সের খানকি কমেন্ট আস,3,2,Negative Character
বাংলাদেশের মতো বন্ধু দরকার নেই ইন্ডিয়ার বাংলাদেশে সুধু চোর গুন্ডার আড্ডা,3,2,Negative Character
আই সব মাগি গো পতিতালয় রাখা উচিত,3,2,Negative Character
পাগলি লেখছে কি আর বলে কি আবাল কথা কার,3,2,Negative Character
খানকির ছেলে প্রথমে ছবি দেখাচ্ছি স দুদ খোলা তার পর,3,2,Negative Character
দেহ ব্যবসায়ী মমতাজ যদি সংসদ সদস্য হতেপারে তাহলে হিরো আলম হতে পারবেনা কেনো??,3,2,Negative Character
খানকির পোলা আব্বুরে আমি না বইলা কই গেছিলা,3,2,Negative Character
নাসির খানকির পোলা এই রুবেল বাইঞ্ছদ এর মুরিদ,3,2,Negative Character
হাংকির পুলা মাদার টুস্ট মাদারের বাচ্চা তুই এইটা কি শুনাইলি বাংলা গানরে এইভাবে ডুবাইবি হালা বাইন চুদ,3,2,Negative Character
"একজন ওসি প্রদিপের বাল ছিড়তে পারেনি স্বরাষ্ট্রমন্ত্রী, তার আবার প্রসংসা!!!",3,2,Negative Character
পপি মাল টা এখনও সেই সেক্সি,3,2,Negative Character
রেইঞ্জ নাম টা রাখ মাক চুদি বল নাম,3,2,Negative Character
শালা কি ছারচ,3,2,Negative Character
দড়িওয়ালা মদারচুদ কি মাদারচুদের ছাও,3,2,Negative Character
হ্লা লাগে কন,3,2,Negative Character
বাল ফালিয়া আটি বানবা,3,2,Negative Character
শালা মূর্খ ভারতের আরমি	Geopolitical,3,2,Negative Character
সালা তুই যে কত বড় বাটপার তোর ওয়াজ শুনলে বুঝা যায়,3,2,Negative Character
পুটকি হাত দিয়ে গুড মরনিং জানাইতে যানা ছিলো নাহ,3,2,Negative Character
মাদার চুদের ভাব দেখকাই তো বুজা যায় ঘটনা সত্যি,3,2,Negative Character
বাংলাদেশ গোয়েন্দা বলছে ভারত জঙ্গি ও অশ্র সাপলাই করে বর্তমান গোয়েন্দা। দালাল মিডিয়া ও মন্ত্রি দালালরা বলে পাকিস্তান থেকে আসে।এরা হিন্দূদের লিঙ্গ চোসা দালাল।,3,2,Negative Character
"ওহে মুর্খচোদারা, তোরা জাফর ইকবালের একটা নখের সমানও হইতে পারবিনা। কারণ তোদের মাঝে মুক্তিযুদ্ধের চেতনা নেই",3,2,Negative Character
আচুদা হালারপুত,3,2,Negative Character
বেশ্যার ছেলের ও লজ্জা আছে বর্তমান ছাত্রলীগ এর লজ্জা নাই ! লজ্জা হয় এক সময় এই প্রাণের সংঘটন করতাম !,3,2,Negative Character
"আহারে, শালার চ্যাটের বালটা বাঁচি আছে, চেতন হলো!",3,2,Negative Character
আবালচোদা কি কমেন্টগুলো পড়তেছে না! !,3,2,Negative Character
এই মাগীকে নিয়া আর ভিডিও বানাবেন না অন্য কিছু করবেন আমরা দেখবো,3,2,Negative Character
মিন্নি সব জানে এই শালি ছেলেটা কে মারিয়েছে,3,2,Negative Character
ডিসি ভালো করে ছুদতে পারে নাই পাওয়ার কম হারবাল খাওয়া দরকার,3,2,Negative Character
সালার পোলা সালা,3,2,Negative Character
খানকির পোলা রোহিঙ্গারা বাংলাদেশে ঢুকলে কি তোর কোন সমস্যা   	Personal,3,2,Negative Character
নষ্ট লেংটা,3,2,Negative Character
বাইনচোদরা এইসমসত করে মানুষের সুখের সংসার নষট করে দেয়।,3,2,Negative Character
এ রখম নাটক না করে পরলে সরা সরি নিষিদ্ধ করে দে জামায়াত কি তোদের মত বেয়ারিশ দল সব ঘোলাকে রাজাকার বানালে তোরা আর ও বাকি রইল কি আমির হয়ার আগে বল্লে না কেন?,3,2,Negative Character
আমি বুঝলাম না এতো সুন্দর একটা মেয়ে এই পাগল চুদার সাথে কেনো ভাবলেই যেন আমি নিজে পুরা হাফ কেজি লজ্জা পায়,3,2,Negative Character
মাইয়াডাতো ভাই কালা,3,2,Negative Character
চুদে আর ভুদা দিয়া টাকা জরে জরে পরে।,3,2,Negative Character
শালা গাঁজাখোর মাদারচোদ,3,2,Negative Character
এরা তো মোবাইল গুতাতে ব্যস্ত। বালের বিচারক হইসে,3,2,Negative Character
খানকি মাগি এইসব বালছাল খবর কোথা থেকে জোগাড় করিস,3,2,Negative Character
হালা বিচি ২ টা ক্যাম সামলায়,3,2,Negative Character
শালা শাহবাগি,3,2,Negative Character
আপনাকে যে ভালবাসে যে সম্নান করে । তাকে অবহেলা করার আরেক নাম বারভাতারী মিথীলা । মেয়েরা এমন‌ই হয় ।,3,2,Negative Character
বাবাখুর খানকির মেয়ে 	Gender abusive,3,2,Negative Character
কামলা সোদা অফ দা য়ার,3,2,Negative Character
"অপু যে নিচ ফ্যামিলির মেয়ে, এটা সবাই যানে তার মা সেফালি নিজেই জানে",3,2,Negative Character
এরকম ছেচড়া মত কর ছেচড়া বেটা কোলাকো,3,2,Negative Character
মৌসুমি একটা নেচ্ছা মহিলা,3,2,Negative Character
সে হারামির দল আওয়ামী লীগ বিএনপি জনগণের ভোটে ক্ষমতায় এসেছে আওয়ামী লীগ মানেই বিনোদন মিথ্যা বলে বলে দেশটাকে ধ্বংস করে দিয়েছে ওকে যেরকম বলে উন্নয়নের কথা শাওয়ার বাল দেশে কোন কিছু হয়নি ভোট চোরের দল আওয়ামী লীগ,3,2,Negative Character
রেনডি তসলিমা নাসরিনের কথা না বললে খবর মন দিয়ে শুনতাম এই রেনডি তসলিমার কথা খবরের অগ্রো অংশে নিয়ে আসবেন না,3,2,Negative Character
"_ দেশের কয়েকজন কুলাঙগারের মধ্যে জাফর ইকবাল একজন , আ'লীগের দালাল|",3,2,Negative Character
কখন হাগু করবে সেটাও বলে দে ভাই হাংবাদিক,3,2,Negative Character
বাটপারটার মুখের কোন কথা নাই লুচ্চা তার প্রমান সেই বুঝাচ্ছে।।।,3,2,Negative Character
পাথ একটা বেয়াদব বাপরে আগে বালফালায়	Political,3,2,Negative Character
তোমারে গালি দিতে লজ্জা লাগে বাল,3,2,Negative Character
ফাইজলামি চুদাও না ওয়াজ শেখার আগেই ভন্ডামি শুয়ে গেছো মানুষের গিফত গাও,3,2,Negative Character
আলেম নামে জালেম বয়কট শয়তান এজেন্ট,3,2,Negative Character
মাদারচোদ তোর কাজ কি।।।তুই ক্রিকেটে কি করিস।।।তুই তো রাজনৈতিক লোক।।।এতো মাঠ।।কিন্তু খেলা হয় খালি ঢাকা আর চট্টগ্রাম এ।।।তাইলে এতো মাঠ দিয়ে কি বাল ফেলাইছো।। সালা তোর পকেটে কত টাকা ঢোকে জাতি জানতে চায়।। হালা প্রথম শ্রেনীর ক্রিকেট এখনো পিকনিক,3,2,Negative Character
লুচো,3,2,Negative Character
বাংলাদেশের গেইট খুলতে বলেন মালাউন দের কিছু বলে না  	Religious,3,2,Negative Character
তোর মত আবাল মুশির সাথে কি করে,3,2,Negative Character
মাদারচুদ তর আলেম থাকলেই কতটুকু আছে বল মাদারচুদ তকে ব্যবসাই লামাইছে বাইনচুদ গান্জট্টি তরে চিনে কোন হালাই রে মূর্খচুদা তাহেরির জুতা টানার জন্য ও তকে নিবেনা বাইনচুদ,3,2,Negative Character
ছাএ রা কি বলেছে আমি রাজাকার আয়মী লীগ রাজাকার বলেছে  নটির ভাচচা,3,2,Negative Character
"জারজ স্যর আপনি গুজব ছড়াচ্ছেন, স্যর আপনার গুজব কমিটির সংগীরা কৈ।",3,2,Negative Character
এতো সুন্দর একটা মুভির মাঝে ডিস লাইক দেয় মানুষ এর হলো আসল মাদারচোদ,3,2,Negative Character
ফাক ইউ!!! মাগীর বাচ্চা মাগী।,3,2,Negative Character
মাগি কয় কি বিচার চায় আবার বলে স্যারের দোষ নাই।তাহলে বিচারটা করবো কার।,3,2,Negative Character
শয়তান এর কন্ডম ফাটা জারজ এর সন্তান এগুলি,3,2,Negative Character
নাম আমার বালের মাল,3,2,Negative Character
সাজু খাদেম তুই একটি লটি মাগির বাচ্চা  	Personal,3,2,Negative Character
মাগি তোকে পেটে দরচে সে ভড় মাগি   	Gender abusive,3,2,Negative Character
মুটকি খনকি,3,2,Negative Character
আওমিলিগ জরিয়ত নাই তবে কি তোর বাবা মা জরিয়ত খানকির পোলা	Personal,3,2,Negative Character
আয় হালারপুত আওয়ামী লীগের পা চাটা গোলাম,3,2,Negative Character
বাল কামানের জন্য  তৈরি করছে ভারত 	Geopolitical,3,2,Negative Character
তুমি আমার চেটের বাল,3,2,Negative Character
এদের বিশাল বড় ভোট ব্যাংক আছে।তাই কোন পলিটিকাল পার্টি আর প্রশাসন এদের ঘাটায় না।আর এই সুযোগেই এরা আমাদের অবোধ মানুষদের বোকাচোদা বানাইতেসে!,3,2,Negative Character
কত টাকা মাগি,3,2,Negative Character
শালা তুই তোর লুইচ্চামির জন্য নাম এর পিছনে পড়ে গেছোস ইউটিউব এ,3,2,Negative Character
আমি মনে করি যারা এইগুলাতে অডিশন দিতে যায় তারাই আসল ভোদাই। এই টুকু কমোন সেন্স নাই তাদের যে তারা এইটা চিন্তা করে না যারা তাদের জর্জ তারাই তো জিবনে অডিশন দিয়া মিডিয়াতে আসে নাই তো তারা কিভাবে অডিশন নিবে অন্য মানুষের। বাংলাদেশের বর্তমান কিছু মিডিয়ার মানুষ হল বোকাচোদা।,3,2,Negative Character
ভাই আগে তুই নিজের প্রেজেন্টেশন আগে ঠিক কর।তারপর অন্যের দোস ধর।প্রেজেন্টেশন এর প নাই রে ভাই।বালের আবাল।,3,2,Negative Character
খানকির পোলা আবাল থেকে উঠে আসছে তো তাই এই ধরনের মন মানুষিকতা	Gender abusive,3,2,Negative Character
ভাই তুমি কি বাল ছিড়ছো আর মুসলিমদের খারাপ বলের তুই কেডা সালা বানচু,3,2,Negative Character
চুদছে আমারে এত মানবতা নিয়া পাবলিক বাঁচে ক্যাম্নে,3,2,Negative Character
এইটা যে জারজ সন্তান বুঝতে কারো বাকি না জারজ ছাড়া এই রকম কথা কে বলবো আর,3,2,Negative Character
একজন নাস্তিকের হৃদয়ে শূন্যতা বিরাজ করে। তার হৃদয় বড়ই অসহায়। একটি জ্বলন্ত মরুভূমি । মসউদের কোনো শান্তি নেই।,3,2,Negative Character
বাংলার বোকাচোদা ভাই ও বোনেরা কি বুঝলেন কি হইলো এইভা,3,2,Negative Character
আবাল মার্কা হুজুর 	Religious,3,2,Negative Character
দূর বোকাচুদা এত বড় স্ট্যাটাস দিসেন কেন? এত বড় স্ট্যাটাস পড়ার সময় নাই আমার।,3,2,Negative Character
বস্তাভর্তি মেকাপ নিয়ে বালের কনভারসেশন নিয়া বসছে 	Personal,3,2,Negative Character
লাইক চাস মাদার চোদ পোস্টার কি দিচস,3,2,Negative Character
নাম আপু পাবলিক এত এত পোঁদ মারে কমেন্টেস খারাপ লাগে চেলিব্রেটি বুঝি এইরকমই পোঁদ মার খায় প্যান,3,2,Negative Character
তুমি পাকিস্তানের রাজাকার নাকি ভাই এদের মতু লোচ্চা আর কোনু দেশ নাই  	Geopolitical,3,2,Negative Character
পুরা ফাত এক পোলা,3,2,Negative Character
হালায় দুদু ধরে কে,3,2,Negative Character
খানকির মুখে জাতির কথা মানায় না,3,2,Negative Character
এডমিন হোগা মারায় ব্যাস্থ,3,2,Negative Character
সালা নাটক,3,2,Negative Character
মাসুদ রানাটা কোন খানকির পোলা আর এইসব মাগি আর জারজ সন্তানদের বিচারক হিসেবে কে দিল তোরা বিচারক দেওয়ার আগে বিচারকের ইন্টারভিউ নিবিনা তারা কি বিচারের যোগ্য কিনা আরো বলছ বাংলা নাটক আর বাংলা গান শোনার জন্য এই ব্যাইস্যাদের দেখার জন্য,3,2,Negative Character
পতিতা দের নিউজ,3,2,Negative Character
বাংলা দেশের মেয়েরা এতো অনেক খারাপ ছি ছি ছি 	Gender abusive,3,2,Negative Character
এই তো এক ভিখারির বাচ্চা এসে গেছে । এর ভাগে টাকা পড়ে নাই কেউ এই রেন্ডিয়ান ভিখারিকে টাকা দিয়ে বিদায় করো ।,3,2,Negative Character
তোর চারা গাছের মায়েরে চুদি সুন্দরবনের পাশ ভোদার বিদুৎ নিয়ে দুরে সর মাগী ভারতের দালাল 	Geopolitical,3,2,Negative Character
হালার পেট টা কিন্তু দেখার মতো,3,2,Negative Character
শেষ খবর পাওয়া পর্যন্ত রেন্ডিয়ার টা উকেট পড়ছে 	Geopolitical,3,2,Negative Character
তোদের  লুইচ্ছা নবির বানানো ১ টা ধান্ধা গাজাকুরি গল্প বানিয়ে ইসলাম ধর্ম সৃষ্টি করছে।সেই বিশ্বাসে তরা যোগে যোগা পুটকি মারা দিয়া আসতাসস।,3,2,Negative Character
কিরে খানকির পোলা এইডা তর মা চুতমারানি পোলা,3,2,Negative Character
অই শালার্পুত কেমন আসস?,3,2,Negative Character
যারা মাজার কে খারাপ বলে তোরা হইলে জারজ সন্তান,3,2,Negative Character
নাম জারজ সন্তান পাওয়া,3,2,Negative Character
এই শালার পোলা ইহুদীর দালাল তুইত মনে হয় কোরআন পড়তে পারছ না আলেমদের খারাপ ভাবে দেখাস।,3,2,Negative Character
মাদার চোদ পাপন সালা তোর পদোতেক চাই,3,2,Negative Character
মাগীর পুলাই প্রশ্ন করে আরেক মাগী#,3,2,Negative Character
হোলির মারে চুদি ভারত মাতারে চুদি,3,2,Negative Character
পাপন তুই হলি আসল মাদারচোদতুর সাথে যারা আছে বাংলাদেশ ক্রিকেট বোর্ডে তারা সবাই একেকটা মাদারচোদ,3,2,Negative Character
ভারতের জনগণ কি বোকাচোদা  বাংলাদেশের দুইটাকা কে ভারতের পাঁচ টাকা দিয়ে কিনবে  ভারতের পাঁচ টাকার দাম বাংলাদেশের দশ টাকার সমান  	Geopolitical,3,2,Negative Character
অই শালি বউ রে নেয় না কে এতে তো এলাকার বাচ্চা রা নষ্ট হয়ে যাবে,3,2,Negative Character
ব্রা বলে  হা হা হা শালা লুচ্চা	Personal,3,2,Negative Character
কমেন্টস পরবার আইচি মাগার টাচকি খাইলাম গো বাবা কি কমেন্ট রে বাবা কেউ নুনু কাটবার কাম লইচে কেউ উলু কাটবার আরো কত জিনিস আছে সেই গুলা না কাইটা বেচারা নাম এর নুনু আর উলুর পিচে পরলেন ক্যলা,3,2,Negative Character
ধুর সমকামী,3,2,Negative Character
পাপন আর পাপনের মা খেলবে মাচোদা,3,2,Negative Character
কি বালছাল ভিডিও বানাও,3,2,Negative Character
অফিস এখন চোদাচুদির জায়গা। বসে চুদে পার্টটাইম আর কলিগে চুদে ফুলটাইম। মাঝেমধ্যে হোটেলে নিয়াও চুদে।,3,2,Negative Character
পাডা হালা নাস্তিক লজ্জা,3,2,Negative Character
ময়ুরির দুধ দুইটারে কতো মানুষে টিপছে তাই এতো বড়ো দুধ,3,2,Negative Character
শালার পুত নিজে আকাম করে নিজেই তদন্ত করবে। হাইরে বাংলাদেশ,3,2,Negative Character
একাত্তর একটা বাইঞ্চুদ চেনেল,3,2,Negative Character
সালারা কি বলে নিজেও বুজে না গাজা খুর সালা,3,2,Negative Character
বেষসার সন্তান তোর মাইরে চুদি বার,3,2,Negative Character
শালা তোরে মানুষ যেভাবে গালি দেয় তোর ফিল্টারড মেসেজে গালি ভর্তি বেছ বেছ ভদ্র মেসেজগুলা পড়েছিস,3,2,Negative Character
আমি নিশ্চিত শালার মালু গন্জিকা সেবন করে এ মন্তব্য করেছে। কারণ কিছুদিন আগে ভারতে গন্জিকাকে সিদ্দি দেয়ার জন্য পার্লামেন্টে বিল উঠেছে।,3,2,Negative Character
তোর টা ঝুলে গেছে ওটা আগে ঠিক কর,3,2,Negative Character
তুই মরলে ইন্নালিল্লাহ পরবেনা জানাজা দূর কথা,3,2,Negative Character
দূর মাগি,3,2,Negative Character
মাদার চোদরা একটাও ভালো না,3,2,Negative Character
গোতম মাদারচুদ বলেকি  সালে বাল ফালাতে এসেছিল রেন্ডিয়া  খানকির পোলারা আমগো সব চুরিকরে ভারত নিয়ে গেছে 	Personal,3,2,Negative Character
নীতি বাক্য চুদ হে বানচোদ তোর মুখে এইসব মানায়না,3,2,Negative Character
জীবিত থাক বাল ফালাইতে পারো মরে বেচা আই বাল ফালাইতে,3,2,Negative Character
চুদি দেয়া গুদ মার থুথু ছাড়া বানান শুদ্ধ দিল,3,2,Negative Character
যত দিন যায় তও নাম কে বোকাচুদা লাগে,3,2,Negative Character
সালা ঢেংগা খেলতে পারে না হোল করে জাতীয় দলে সালা নাকি অলরাউন্ডার,3,2,Negative Character
হ্লায় ভন্ড মামা,3,2,Negative Character
তুর মুখে জুতা রাজাকারের বাচ্চা ।,3,2,Negative Character
মাগির পুতেরা গালি দিয়েছে তাতে কি হয়েছে,3,2,Negative Character
নাম দার বাড়া খাড়া,3,2,Negative Character
বিচারক মাসুদ রানার বিচারকদের যে পাঠাইছে তারা আসল খানকির বাচ্চা মাদারচোদ না হলে এই সমস্ত অসভ্য মানুষকে বিচারক হিসেবে কেমনে পাঠাইছে,3,2,Negative Character
লুচ্চা নাম খালি প্রেম ব্রেক আপ,3,2,Negative Character
পাপন নান্নু দুই রাজাকারেরে জুতার মালা গলায় দিয়ে দেশ থেকে তাড়িয়ে দেওয়া উচিত 	Political,3,2,Negative Character
মনে হয় শালি গাঞ্জা খাইছে,3,2,Negative Character
তোমার টা কতো সাইজ,3,2,Negative Character
অারে মাদারচুদ বরগুনার কলেজের ছাএরা এবং কাপুরুষের দল চেয়ে চেয়ে দেখছিল কোপানো।অার পুলিশকে বলছি মিন্নী হল এক নাম্বার আসামী। সে সরাসরি জরিত,3,2,Negative Character
বুইড়া খানকির পোলা,3,2,Negative Character
বালতো কিছু কইরা দেখাইতে পারবানা মানুষ কে আবার গালি দেয় তুমি কোন বাল্টা ছিরালাই ছো বেটা নিজ ঠিক হ তার পর অন্য কে বলিস,3,2,Negative Character
এখানে একটা প্রতিবন্ধী আছে সালা আগে রাস্তা ঘাটে করতো রোস্ট হ‌ওয়ার পর থেকে এখন আর দেখা জায় না 😁😁😁😁😁😁জনি প্রতিবন্ধী,3,2,Negative Character
সালা বাইনচোদ ভালা কর পুটকি এক মণ গু নিয়া আরেকজন পুটকি সুচাইতে যাছ,3,2,Negative Character
টকশো চোদানোর দরকার কি চেম্বারে বসে থাকবেন যাদের বড় ছোট করার ইচ্ছা শুধু তাদেরকে সাজেশন দিবেন,3,2,Negative Character
শয়তানের দাদা জাপর,3,2,Negative Character
আমার মনে হয় সাকিব আল হাসান ঘুষ না নেওয়ায় পাপনের অনেক বড় লস হয়েছে🙄 তাই পাপন এই কাজ করেছে 😊😊😊 শালা ঘুষখোর পাপন 🤪🤪,3,2,Negative Character
আরে মাগি কি করে বুদার এত জুর নাকি 	Gender abusive,3,2,Negative Character
বিচারকদের নিজেদের চাহারার নাই ঠিক।তারা বালের বিচারক,3,2,Negative Character
দেহব্যবসা এসেছো,3,2,Negative Character
কুলাঙ্গার সন্তান,3,2,Negative Character
পুটকি দিয়ে কথা বলেন কিভাবে,3,2,Negative Character
সব মাগীর পোলারা মুশরিকের চামচা,3,2,Negative Character
ফাডারপু ফাডা' তোমার লজ্জা শরম  কিছু থাকা উচিত। তোমারে ত বর্তমানে বাংলার জনগণ চুদতে চাইনা তারপরও কেন অসময়ে দালালি করতে আসো ??,3,2,Negative Character
হুজুর ও ভন্ড জনগন আবাল। মাধারীরসুদ,3,2,Negative Character
জুতা মার মাদারচোদ পাপনরে,3,2,Negative Character
এই মাগী তুইতো তারেকের রাতের খাবার।,3,2,Negative Character
সালায় মহিলা গু উর্না গলায়,3,2,Negative Character
পাকিস্তানি সেনারা ঈমানি শক্তি নিয়ে যুদ্ধ করে আর ভারতের মালাউনরা দূনিয়াবী শক্তি নিয়ে যুদ্ধ করে। কাজেই ঈমানি শক্তির সাথে দূনিয়াবী শক্তি কোনদিনই পারবে না।,3,2,Negative Character
ঐ নাম তুমি আমার সাথে ঘুমাও আর রাতে পুটকি মারো নামরে কেন ওর হোগা কি আমার থেকেও ছোটো,3,2,Negative Character
হায় রে এই জংগী নেত্রী খালেদা তার শাসন আমলে আওয়ামী লীগের এই নিরপেক্ষর সরকার গঠনের দাবি করলে তাইনে বলেছিল এই দেশে পাগল ও শিশু ছারা কেহই নিরপক্ষ নয় মনে পরলো একটি প্রবাদ পরের জন্য গর্ত করলে সেই গর্তে নিজেকে পরতে হয় আর সবচেয়ে বর কথা হলো বর্তমান বাংলাদেশের জন্য জন নেত্রী যে প্রজ্ঞা ও মেধা খাটিয়ে দেশ কে সকল সুচকে বিশ্ব দরবারে আজ রোল মোডেল হিসাবে দারাতে তাঁর নিরন্তন চেষ্টা অব্যাহত আছে যা সালে এই দেশকে একটি শক্তিশালী দেশ গরতে এই সময় বি এন পি জামাত শিবিরের নির্বাচন হউক আর আদর করে গদিতে বসালে জাত 	Political,3,2,Negative Character
শালা মাদারচোদ তখন পীর ছিলি ক্যা,3,2,Negative Character
কুলাংগার ছেলের বউ কেও দরা উচিতছিলো তার বউর কথা সুনে এমন কাজ করে মাজে মাজে,3,2,Negative Character
সালার পুত কই মেয়ে বড় হয়েছে,3,2,Negative Character
সালার লজ্যা নাই সালা আবার কথা বলে,3,2,Negative Character
তোর মায়ের আর তো এক সাথে গুদ মারবো খানকি 	Gender abusive,3,2,Negative Character
হালায় কোন দেশি গাঞ্জা খাইছেরে ভাই,3,2,Negative Character
খানকির পোলায় মরণের দুয়ার থেকে ফিরে আসছে। এখনও কোন পরিবর্তন নাই। সেই রাম রাম,3,2,Negative Character
ম্যাজিক বিচি জায়গায় পাথর‌ নিয়ে‌ দেখা,3,2,Negative Character
পাপন হালার পুত,3,2,Negative Character
শালা গর কোন কাজ নাই,3,2,Negative Character
মেয়ে দের লজ্জা নেই সে সবাই জানি 	Gender abusive,3,2,Negative Character
স্যার তো আকামটা বেশি খন করতে পারলো ন সালা আগে জিনসন খেয়ে নিলে তো বিশিখন করতে পারতো,3,2,Negative Character
এই হারামি ছোট বক্তাগুলো পরিহার করুন।,3,2,Negative Character
সালা দেশের কিযে হলো টাকার জন্য বুরার চোদা খায়। আর আমরা সালা দন কচলাই মরি।,3,2,Negative Character
নাম্ব ওয়ান গান্ডু,3,2,Negative Character
সব গুলো কমেন্ট দেখলাম সব আবালের বিরুদ্ধে শালা বাপ্পি একটা আবাল মার্কা নায়ক শাকিবের পরে আরেফিন শুভ বেস্ট,3,2,Negative Character
সালা বিচারক না গাজাখোর,3,2,Negative Character
"বাংলাদেশে করোনায় মৃতদের লাশ কবরস্থ না করে পুড়িয়ে ফেলা যেতে পাওে, বানীতে-খানকি ফারজানা রুপা",3,2,Negative Character
ভাই পিছনে মাল টা,3,2,Negative Character
দূর সালারপুত সালা ইসলাম বুজচ নি,3,2,Negative Character
শালা পুরাই আবালচুদাবোকাচুদা,3,2,Negative Character
বিয়াশাদি শুন মানুষ ভালো চিন্তা ভাবনা ব্রড চুলে পাক লাগসে পোংটামি কুত্ত লেজ সোজা হইসে,3,2,Negative Character
হালা পো তোরে সাবেক ভালো পাইতো ফট দিল,3,2,Negative Character
চুতিয়া জাফর।,3,2,Negative Character
এই ছবিটি যারা শেয়ার করেছে তার বড়ই বোকাচোঁদা,3,2,Negative Character
সালা ডান্ডি র বাচ্চা তোর বাবা মরছে নিউজ দে।,3,2,Negative Character
আহ্ বলদ,3,2,Negative Character
আবাল ও বোকাচোদা মন্ত্রী গুলো কাম কাজ না করে শুধু আবোল তাবোল বক বক করে দেশের বারোটা বাজিয়ে দিচ্ছে,3,2,Negative Character
পতিতার মেয়ে 	Gender abusive,3,2,Negative Character
হিন্দুর বাচ্চারা আসলে একেকটা খবিস 	Religious,3,2,Negative Character
মোহাম্মদ সাঃ নিয়ে কিছু কইবি না মাদারচোদ,3,2,Negative Character
হ্লার ভাই সকাল সকাল তোমার পোস্ট দেখে বিচিতে চাপ দিয়ে মিনিট পাঁচেক অজ্ঞান ছিলাম,3,2,Negative Character
নাম আর তুই ত ডেডা তুই ইসলামের কি বুজস,3,2,Negative Character
পাডাপো পাডা এমন সেক্সি মাইয়া নিয়া ছবি ছাইরা আমগো সিংগেল দের হিস লাগাও হো দা ভইরা দিমু,3,2,Negative Character
তুরে কোন সালা জন্মদিচে তুর দিগেকি তুকে বাবা তাকায়,3,2,Negative Character
তুই মাগির পোলা কথা বলিচ তুই আওয়ামী লীগ জঙ্গি,3,2,Negative Character
কসাই সেনাপ্রধানের রোহিঙ্গা গণহত্যায় সমর্থন কসাই সুচির,3,2,Negative Character
হালায় আসলেই আবাল,3,2,Negative Character
দুদমারানি-দুদমারানি-দুদমারানি'  	Personal,3,2,Negative Character
তুই হালা,3,2,Negative Character
রান্ডির বেটি রান্ডি বাজে খবর দিতে লজ্জা লাগেনা রান্ডি একজন মানুষের নামে মিথ্যাচার ছড়াচ্ছিস,3,2,Negative Character
মম ও পারিয়া তোরা কোন হেড়া চেহারা লই বসে আচত আর শালার বেটারা তোদের কি বালের চেহারা শালা কুল্ঙার বাচ্চারা,3,2,Negative Character
মঘ মত লাগ দাদু,3,2,Negative Character
মাদারচোদ মানুষরে দিয়া উঠ মানুষরে গুনে বালমান,3,2,Negative Character
মাগির বাচ্চাগুলোকে বিচারক হিসেবে কে আনছে 😠😠😠,3,2,Negative Character
লুচ্চু কাদের,3,2,Negative Character
প্রভা কে আমার বালো লাগে কিন্তু তারচে বেসি তার দুধুগুলা,3,2,Negative Character
বাহ চুদির ভাই বাহ...নামাজ এর সময় বসে বসে পোস্ট করতেছেন? কথা আছেনা- সময় সময়ের সাথে বয়ে যায় কিছু মানুষ আকাচোদাই রয়ে যাই,3,2,Negative Character
হালার পো হালা এইটা কি ২০১৯ সালের নাটক????,3,2,Negative Character
বাঙলাদেশে যদি একজন কুলাঙার থাকে সেটা হলো এই কাফের ইনু।।।,3,2,Negative Character
অল লুচ্চাস আর হিয়ার ফাঁক ইউ অল গাইস,3,2,Negative Character
শুগ পোয়া কাম পায় কামানোর,3,2,Negative Character
বাপের একটা কুলাংগার ছেলে,3,2,Negative Character
সালা তুই তোর বোন অর বিয়ে দিবি তোর মাথা ব্যাথা,3,2,Negative Character
শালা বাইনচোদ নাম,3,2,Negative Character
